gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats,narr-perspective
51352,Agnes Sorel: A Novel,"Sorel, Agnès, approximately 1422-1450 -- Fiction",Browsing: Fiction; Browsing: History - Medieval/The Middle Ages; Browsing: Literature,en,False,Text,209,"James, G. P. R. (George Payne Rainsford) (None-1860)",,"""Agnes Sorel: A Novel"" by G. P. R. James is a historical novel written in the mid-19th century. This narrative appears to revolve around the life and times of Agnes Sorel, a notable historical figure known for being a mistress to King Charles VII of France during the 15th century. The early chapters suggest a blend of historical detail and character-driven drama, focusing on the interplay between various individuals in the court while exploring themes of honor, love, and ambition.  The opening of the novel introduces us to a scene that requires the reader's imagination to leap back to the 15th century, inviting them to engage deeply with the characters of that time. It begins with a reflective tone about the intriguing prospect of experiencing history firsthand. The narrative quickly shifts to Paris, depicting a small room where a young man named Jean Charost, a diligent scribe working for the merchant Jacques Cœur, is preparing letters. The atmosphere in this segment is richly detailed, showcasing the customs, anxieties, and dynamics of the period, as characters discuss their fates intertwined with the great political events surrounding them. As the tale unfolds, the reader is poised to witness Jean's growth and involvement in the complex courtly intrigues, setting the stage for an exploration of love, societal struggles, and historical significance. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/51352.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/51352/51352-h/51352-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/51352.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/51352.kf8.images; text/plain=https://www.gutenberg.org/ebooks/51352.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/51352.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/51352/pg51352.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/51352/pg51352-h.zip,3rd
42,The Strange Case of Dr. Jekyll and Mr. Hyde,Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Gothic Fiction; Horror; Movie Books; Precursors of Science Fiction,en,False,Text,2026,"Stevenson, Robert Louis (1850-1894)",,"""The Strange Case of Dr. Jekyll and Mr. Hyde"" by Robert Louis Stevenson is a Gothic novella written during the late 19th century. The story explores the duality of human nature through the contrasting figures of the respectable Dr. Jekyll and the malevolent Mr. Hyde, and delves into themes of morality, identity, and the struggle between good and evil.  At the start of the novella, we are introduced to Mr. Utterson, a lawyer who is troubled by the mysterious arrangements in Dr. Jekyll's will, which bequeath everything to the enigmatic Mr. Hyde in the event of Jekyll's disappearance. As Utterson learns more about Hyde—particularly after a shocking incident in which Hyde tramples a child and later compensates the family with a cheque signed by Jekyll—he grows increasingly uneasy. This section sets the stage for the deepening mystery surrounding Hyde's true nature and his connection to Jekyll, as Utterson's curiosity drives him to confront the dark implications of their relationship. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/42.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/42.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/42.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/42.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/42.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/42/42-0.zip,3rd
766,David Copperfield,Autobiographical fiction; Bildungsromans; Boys -- Fiction; Child labor -- Fiction; England -- Fiction; Orphans -- Fiction; Stepfathers -- Fiction; Young men -- Fiction,Browsing: Biographies; Browsing: Fiction; Browsing: Literature; Harvard Classics,en,False,Text,6796,"Dickens, Charles (1812-1870)",,"""David Copperfield"" by Charles Dickens is a novel written in the mid-19th century. The story revolves around the life of David Copperfield, detailing his personal growth and the myriad experiences that shape his character from childhood through adulthood.   At the start of the narrative, we are introduced to David's birth and the circumstances surrounding it, including the death of his father before he was born and the presence of his stern aunt, Miss Betsey Trotwood. David’s early life is characterized by maternal affection and childhood curiosity, as we meet key figures such as his mother, Peggotty, and the mysterious Miss Betsey, who is eager to have a strong influence in his life. The opening chapters not only set the stage for David's unfolding journey but also hint at the complexities of familial relationships and the challenges he will face as he navigates the trials of growing up without a father. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/766.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/766.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/766.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/766.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/766.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/766/pg766.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/766/pg766-h.zip,1st
244,A Study in Scarlet,"Detective and mystery stories; England -- Fiction; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",Browsing: Crime/Mystery; Browsing: Fiction; Browsing: Literature; Detective Fiction,en,False,Text,12756,"Doyle, Arthur Conan (1859-1930)",,"""A Study in Scarlet"" by Arthur Conan Doyle is a detective novel written during the late 19th century. The story introduces readers to the legendary detective Sherlock Holmes and his newly acquainted friend, Dr. John Watson, who becomes his roommate and chronicler. The narrative sets the stage for a captivating mystery that intertwines crime, deduction, and a glimpse into the complexities of human nature.  At the start of the novel, Dr. Watson recounts his background, detailing his experiences as an army doctor in Afghanistan, his return to England, and his subsequent meeting with Sherlock Holmes, a peculiar but brilliant investigator. Their initial interactions reveal Holmes's unusual methods and keen deductive skills, foreshadowing the unraveling mystery they will face together. The latter part of the opening section includes a chilling murder case involving a man named Enoch Drebber, whose lifeless body is discovered under mysterious circumstances, suggesting a larger intrigue fueled by revenge. As Watson and Holmes embark on this case, the reader is drawn into a thrilling narrative filled with observation, analysis, and the complexities of crime. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/244.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/244.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/244.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/244.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/244.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/244/pg244.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/244/244-0.zip,1st
32692,A Day's Ride: A Life's Romance,Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,447,"Lever, Charles James (1806-1872)",,"""A Day's Ride: A Life's Romance"" by Charles James Lever is a novel written in the late 19th century. This tale takes us into the life of Algernon Sydney Potts, a young man who dreams of adventure and romance beyond the mundane existence established by his lineage as an apothecary's son. With aspirations to escape his father's disappointment and the drudgery of his inheritance, he embarks on a quest that promises excitement and the possibility of achieving something greater in life.  The opening of the novel introduces us to Potts' internal struggles and ambitions, grounded in his dissatisfaction with his father's ambitions for him and the limitations of his profession. He expresses a desire for adventure, contrasting his dreams with the reality of his studies at Trinity College, Dublin, where he feels isolated and ridiculed by his peers. As he contemplates a journey away from societal expectations, he decides to hire a gentle cream-colored horse, Blondel, and sets off with hopes of uncharted experiences. The excitement of his planned adventure is tinged with a mixture of hope and self-doubt, foreshadowing the trials he may encounter on his journey. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/32692.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/32692/32692-h/32692-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/32692.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/32692.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/32692.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/32692/32692-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/32692/32692-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/32692.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/32692/pg32692.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/32692/pg32692-h.zip,1st
69952,"Leonard Lindsay ; $b or, the story of a buccaneer",Buccaneers -- Fiction; Historical fiction,Browsing: Fiction; Browsing: History - General; Browsing: Literature,en,False,Text,162,"Reach, Angus B. (Angus Bethune) (1821-1856)",,"""Leonard Lindsay; or, The Story of a Buccaneer"" by Angus B. Reach is a historical novel likely written in the late 19th century. The book recounts the adventurous life of Leonard Lindsay, a young Scotsman who becomes entangled in the treacherous world of piracy in the Caribbean after being shipwrecked. The narrative promises a vibrant exploration of seafaring and buccaneering amidst the conflicts between nations in the New World.  The opening of the novel introduces us to Leonard Lindsay as a spirited young mariner aboard the Golden Grove, a ship setting sail from Scotland. We learn of his humble beginnings as the son of a fisherman and his dreams for adventure beyond the familiar shores he knows. His voyage quickly turns perilous when a storm wrecks the ship, casting him into the sea. The narrative reveals his struggle for survival, the miraculous chance of rescue by a felucca, and sets the stage for his upcoming trials and escapades as he faces the uncertainties of a new life fraught with dangers, ultimately leading him into the notorious realm of the buccaneers. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/69952.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/69952.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/69952.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/69952.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/69952.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/69952/pg69952.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/69952/pg69952-h.zip,1st
21241,The Rifle Rangers,Adventure and adventurers -- Juvenile fiction; Hunters -- Juvenile fiction; Mexico -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction; Children's Fiction,en,False,Text,297,"Reid, Mayne (1818-1883)",,"""The Rifle Rangers"" by Captain Mayne Reid is a historical adventure novel written in the mid-19th century. The narrative is set against the backdrop of the American expansion into Mexico, dealing with themes of exploration, conflict, and the vivid landscapes and cultures of the region. The protagonist seems to be a daring character who seeks excitement and adventure amidst the turmoil of war, encountering various challenges along the way, including rivalries and battles.  The opening of the book introduces readers to the lush and diverse landscapes of Mexico, described poetically as the ""Land of Anahuac."" The narrative emphasizes the beauty and peril inherent in this new environment, inviting tourists, poets, and adventurers alike to explore its depths. Through vivid imagery and engaging prose, the author sets the stage for the protagonist's journey, hinting at the tension between the sublime beauty of nature and the imminent conflicts that will arise from human desires and endeavors in this exotic land. Throughout the opening chapters, the reader is drawn into a world teeming with life and danger, establishing a sense of anticipation for the thrilling adventures to come. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/21241.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/21241/21241-h/21241-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/21241.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/21241.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/21241.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/21241.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/21241/pg21241.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/21241/pg21241-h.zip,1st
421,Kidnapped,Adventure and adventurers -- Fiction; Historical fiction; Kidnapping -- Fiction; Scotland -- History -- 18th century -- Fiction,Adventure; Best Books Ever Listings; Browsing: Children & Young Adult Reading; Browsing: Fiction; Browsing: History - European; Children's Literature; Historical Fiction; Movie Books,en,False,Text,2578,"Stevenson, Robert Louis (1850-1894)",,"""Kidnapped"" by Robert Louis Stevenson is a historical novel written in the late 19th century. The story follows the adventures of David Balfour, a young Scottish lad, who embarks on a journey to claim his inheritance only to be met with betrayal and danger. The novel is set against the backdrop of 18th century Scotland, diving into themes of family loyalty, honor, and the tumultuous socio-political landscape of the time.  At the start of the novel, David, recently orphaned, sets off from his childhood home to find his uncle Ebenezer Balfour of Shaws. The narrative begins with David's interactions with the minister, Mr. Campbell, who presents him with a letter from his late father meant for Uncle Ebenezer. As David travels, he learns through various townsfolk that his uncle is not well-regarded, stirring his apprehensions. His arrival at the House of Shaws unveils an uncle who is secretive and potentially dangerous. The opening sets the stage for David’s ensuing troubles and captures the emergence of his adventurous spirit, setting him up for perilous encounters as he navigates through familial treachery. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/421.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/421.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/421.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/421.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/421.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/421/pg421.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/421/pg421-h.zip,1st
4558,Barry Lyndon,Europe -- Fiction; Gamblers -- Fiction; Humorous stories; Ireland -- Fiction; Irish -- Foreign countries -- Fiction; Rogues and vagabonds -- Fiction; Satire,Browsing: Fiction; Browsing: History - General; Browsing: Humour; Browsing: Literature; Historical Fiction; Movie Books,en,False,Text,934,"Thackeray, William Makepeace (1811-1863)",,"""Barry Lyndon"" by William Makepeace Thackeray is a novel written during the mid-19th century. The story centers on the life of Redmond Barry, an ambitious and self-proclaimed gentleman of Irish descent, whose life is marked by a combination of audacity and misfortune. The narrative explores themes of social ambition, romantic entanglement, and the intricate dance of fortune, blending humor and keen social commentary.  The opening of ""Barry Lyndon"" introduces us to the main character, Redmond Barry, as he recounts his ancestral lineage and family history, characterized by grandeur and misfortune. He portrays himself with pride, highlighting the downfall of his noble lineage through the machinations of women, notably in his family's history involving a woman’s betrayal leading to lost estates. As he narrates his childhood and formative experiences filled with skirmishes, conflicts of pride, and budding romance with his cousin Nora, we are drawn into his spirited adventures and the unique, often humorous lens through which he views the world. Barry’s youthful bravado and the contradictions of his character set the stage for a story full of wit and tragedy as he navigates the complexities of social standing and love. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/4558.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/4558.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/4558.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/4558.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/4558.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/4558/pg4558.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/4558/4558-0.zip,1st
57875,Anne Hereford: A Novel,England -- Fiction; France -- Fiction; Governesses -- Fiction; Orphans -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,202,"Wood, Henry, Mrs. (1814-1887)",,"""Anne Hereford: A Novel"" by Mrs. Henry Wood is a fictional work written in the late 19th century. The story introduces us to a young girl named Anne Hereford, who, after the death of her mother, embarks on a journey to live with her Aunt Selina and her family. The narrative seems to be set against a backdrop of complex family dynamics and social tensions.  The opening of the book establishes the tone and introduces key characters, including Anne, who is portrayed as a thoughtful and sensitive child clad in mourning attire. As Anne travels alone by train, she encounters the kindness of a guard and reflects on her loneliness and loss. Her arrival at Aunt Selina's home reveals a swirling atmosphere of unresolved feelings and conflicts, particularly surrounding the character of Mr. Edwin Barley, who is later associated with darker themes of jealousy and violence. The tension builds as Anne finds herself entwined in the adult struggles of those around her, hinting at future dramatic developments. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/57875.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/57875/57875-h/57875-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/57875.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/57875.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/57875.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/57875/57875-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/57875.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/57875/pg57875.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/57875/pg57875-h.zip,1st
